107,0777642395,5,15,1
108,0757311002,1,30,0
109,0721290867,1,86,0
110,0797900556,3,89,2
111,0719366988,0,62,0
112,0722010937,5,45,0
113,0797652025,2,91,0
114,0739482335,1,24,0
115,0739482335,0,73,2
116,0765802012,4,47,2
117,0740014476,3,74,2
118,0726722128,3,98,0
119,0722021334,0,19,1
120,0722021334,2,20,1
121,0798876352,3,8,1
122,0775322392,2,60,0
123,0719913523,3,57,0
124,0775322392,5,25,0
125,0757311002,5,57,2
126,0722614319,5,23,0
127,0734674159,5,98,0
128,0705198842,2,33,2
129,0787882736,0,42,0
130,0794425757,0,51,1
131,0735829263,5,27,0
132,0778686385,3,28,2
133,0729372378,5,44,0
134,0778686385,5,61,0
135,0762359536,4,11,1
136,0778686385,4,65,2
137,0747862823,0,71,0
138,0729372378,3,17,1
139,0797652025,5,45,0
140,0777417032,1,64,1
141,0701389603,4,60,2
142,0764158857,2,25,0
143,0701389603,4,84,2
144,0711944937,5,37,1
145,0711944937,1,53,1
146,0727623310,4,77,1
147,0786119202,0,48,2
148,0781139085,0,17,0
149,0776274872,1,62,2
150,0794269838,3,97,1
151,0716611022,5,73,2
152,0729372378,5,94,0
153,0765177449,2,94,1
154,0765802012,4,16,0
155,0722649783,2,77,1
156,0781139085,2,23,1
157,0759762662,3,30,1
158,0706623643,4,64,1
159,0764158857,1,79,0
160,0739482335,4,84,1
161,0707022246,2,65,2
162,0753716804,4,51,2
163,0798555449,0,93,2
164,0749805747,0,74,2
165,0747700952,4,42,2
166,0747700952,4,42,2
167,0740014476,3,17,1
168,0797900556,4,72,2
169,0786119202,5,33,1
170,0761007738,3,23,1
171,0725467413,5,17,0
172,0757833524,0,7,1
173,0722856182,3,48,1
174,0701389603,1,28,2
175,0725467413,4,6,1
176,0721687776,3,29,2
177,0761906792,1,84,1
178,0744383218,5,13,2
179,0722097370,2,71,2
180,0720755879,2,5,1
181,0797900556,4,26,1
182,0742827711,3,4,2
183,0776274872,4,93,0
184,0729372378,2,79,0
185,0760637957,3,75,0
186,0785719617,5,80,1
187,0719913523,2,32,0
188,0741662017,1,87,1
189,0719913523,0,54,2
190,0739482335,2,84,0
191,0734674159,2,73,1
192,0797652025,2,18,1
193,0759762662,3,95,1
194,0755899042,5,51,1
195,0711944937,5,53,0
196,0703177542,0,49,0
197,0719501722,5,13,0
198,0794425757,2,28,1
199,0776274872,4,86,2
200,0765670505,1,67,0
201,0705922512,2,80,1
202,0741662017,5,79,2
203,0708723079,2,78,0
204,0739977364,3,56,2
205,0762359536,3,92,0
206,0711120605,4,93,2
207,0769448758,4,17,2
208,0758739282,1,33,0
209,0778586683,2,10,0
210,0707022246,0,32,2
211,0700395973,0,95,0
212,0722420621,1,75,0
213,0778116473,3,7,0
214,0702834349,5,37,1
215,0778686385,4,43,0
216,0700395973,2,89,0
217,0722097370,4,77,0
218,0750057612,3,48,2
219,0722010937,1,96,0
220,0728706591,4,13,1
221,0775794291,2,13,0
222,0775376187,2,88,2
223,0797900556,1,23,2
224,0781705561,3,36,2
225,0719366988,0,27,1
226,0761906792,4,26,2
227,0756110895,4,38,1
228,0761800114,1,98,0
229,0722021334,1,28,2
230,0716611022,0,14,1
231,0722614319,0,63,0
232,0711667601,2,73,1
233,0720755879,5,41,1
234,0723856633,0,25,0
235,0703263737,0,38,1
236,0716611022,0,40,2
237,0785281148,4,36,2
238,0760467437,0,80,1
239,0734159620,4,91,0
240,0705846619,1,46,2
241,0740300007,5,26,0
242,0765177449,1,25,2
243,0728776665,5,81,1
244,0718507597,1,59,1
245,0708499566,4,65,0
246,0786119202,3,7,0
247,0781972350,4,69,0
248,0729372378,4,59,2
249,0735952407,4,22,0
250,0760467437,1,41,2
251,0784744016,3,75,1
252,0739563640,2,55,1
253,0781767092,2,73,1
254,0761906792,3,11,1
255,0777070981,0,78,2
256,0750699758,5,75,1
257,0743617847,4,63,0
258,0758704363,0,9,0
259,0774177442,4,71,0
260,0762161178,2,72,2
261,0741662017,2,64,1
262,0705846619,2,34,2
263,0722649783,2,67,1
264,0705198842,5,82,0
265,0702452028,1,29,2
266,0717241714,1,32,2
267,0798555449,0,22,2
268,0767884796,5,57,1
269,0715274992,2,64,0
270,0740009035,4,40,2
271,0756276120,1,41,1
272,0721687776,5,39,1
273,0757311002,5,74,1
274,0705198842,3,68,0
275,0797900556,1,69,2
276,0710043926,0,5,1
277,0777642395,2,16,1
278,0781972350,2,22,2
279,0711944937,3,53,0
280,0706623643,0,17,0
281,0762359536,2,27,1
282,0775376187,0,59,2
283,0747439475,4,49,0
284,0798876352,4,54,2
285,0748043710,1,4,2
286,0708406908,3,28,0
287,0745583765,0,30,1
288,0703177542,5,49,1
289,0741580660,5,63,0
290,0762179827,2,46,1
291,0705198842,4,24,1
292,0757311002,1,66,0
293,0757311002,2,93,1
294,0762359536,3,60,0
295,0741580660,3,3,0
296,0768961688,1,10,2
297,0775794291,5,57,0
298,0715677130,3,54,2
299,0756110895,3,61,1
300,0773660062,5,79,2
301,0721004913,4,79,0
302,0750699758,4,12,0
303,0754195911,3,99,1
304,0768961688,3,91,0
305,0723856633,0,10,1
306,0726299862,4,16,1
307,0740014476,0,43,2
308,0795775882,0,60,2
309,0760467437,5,4,2
310,0702452028,0,46,0
311,0735829263,3,71,2
312,0719366988,3,59,2
313,0754195911,4,62,0
314,0770511705,5,59,2
315,0765103714,1,17,0
316,0762179827,3,85,0
317,0703177542,3,95,2
318,0721536512,4,70,1
319,0775374715,2,57,2
320,0797900556,3,11,2
321,0719622373,5,66,1
322,0778586683,3,100,2
323,0727623310,5,76,2
324,0760637957,3,34,2
325,0797635998,3,8,0
326,0795775882,0,64,0
327,0787882736,4,86,0
328,0743617847,4,54,1
329,0705922512,5,43,0
330,0773030146,0,67,0
331,0781972350,4,26,2
332,0708499566,0,27,0
333,0773660062,5,27,0
334,0781972350,4,34,2
335,0708406908,1,38,1
336,0770511705,3,30,0
337,0765670505,0,22,0
338,0707022246,0,5,1
339,0739998534,3,81,0
340,0776274872,2,80,2
341,0743294393,2,69,0
342,0790510411,5,21,1
343,0715677130,4,41,1
344,0736805223,5,79,0
345,0735829263,4,20,1
346,0794269838,5,85,0
347,0725467413,0,75,2
348,0774177442,4,58,2
349,0706623643,2,35,2
350,0749474269,1,92,2
351,0740014476,4,10,2
352,0726383432,5,68,0
353,0726299862,4,17,2
354,0726722128,4,28,2
355,0722614319,2,69,2
356,0753953307,2,67,2
357,0743294393,3,61,1
358,0721536512,5,73,0
359,0797900556,3,61,1
360,0770511705,3,28,0
361,0777070981,2,95,2
362,0719295080,2,80,1
363,0747439475,4,29,0
364,0785383068,1,82,2
365,0739563640,0,89,1
366,0706623643,5,6,2
367,0723804521,2,82,2
368,0775207797,0,15,2
369,0705198842,4,1,2
370,0749045629,4,91,1
371,0792092294,0,8,0
372,0707022246,5,75,1
373,0787101774,2,5,1
374,0721004913,3,48,0
375,0765381201,3,29,2
376,0740368242,3,79,1
377,0726383432,4,79,0
378,0703483691,1,31,2
379,0761906792,2,26,0
380,0773660062,1,17,1
381,0778116473,0,87,2
382,0723804521,3,82,0
383,0741580660,5,59,2
384,0781972350,0,39,1
385,0730824646,2,73,1
386,0709807152,1,97,2
387,0703702172,4,89,2
388,0728776665,4,83,2
389,0706633256,5,57,2
390,0744085702,2,53,1
391,0724447866,3,2,0
392,0771344755,0,71,2
393,0753716804,3,7,1
394,0761906792,1,82,0
395,0718507597,5,62,1
396,0781767092,1,14,2
397,0743408960,4,101,0
398,0723572983,3,36,1
399,0735445005,5,39,1
400,0711944937,5,24,0
401,0778586683,1,7,2
402,0756806211,0,36,2
403,0736905070,1,52,2
404,0768961688,5,90,0
405,0703483691,4,20,2
406,0708499566,3,31,2
407,0715878831,0,35,0
408,0774823326,2,12,2
409,0772367098,5,70,0
410,0797652025,5,76,1
411,0795868096,3,5,0
412,0718507597,1,13,1
413,0756276120,5,33,2
414,0735829263,1,88,1
415,0797652025,5,17,2
416,0752525941,0,84,0
417,0766814457,5,86,1
418,0703702172,0,8,0
419,0775794291,3,101,1
420,0735952407,5,33,1
421,0722856182,0,50,2
422,0766814457,3,34,0
423,0776455697,3,80,2
424,0744085702,1,17,1
425,0779922063,3,79,1
426,0767767495,4,36,1
427,0739563640,0,62,1
428,0715274992,0,89,1
429,0741662017,2,65,1
430,0798752237,2,76,2
431,0746873375,5,89,0
432,0798555449,1,82,0
433,0708499566,3,9,1
434,0761906792,4,10,0
435,0763013326,0,70,2
436,0764158857,3,65,2
437,0765381201,4,34,0
438,0742827711,3,98,0
439,0718507597,0,44,1
440,0722420621,0,35,2
441,0776274872,0,42,1
442,0711120605,4,12,2
443,0733137117,0,25,1
444,0787882736,2,34,2
445,0756806211,4,60,2
446,0757565606,5,12,0
447,0787659675,0,89,0
448,0734674159,2,22,1
449,0779922063,1,88,1
450,0761906792,1,53,1
451,0741200116,3,15,2
452,0767762390,1,71,0
453,0744383218,2,35,2
454,0760057917,2,58,2
455,0719366988,5,83,0
456,0730824646,0,17,2
457,0781767092,4,9,1
458,0710895099,0,44,1
459,0767621802,2,71,2
460,0755899042,5,57,1
461,0706633256,3,25,1
462,0780394941,1,5,2
463,0748043710,5,2,1
464,0790866317,5,92,1
465,0702174848,5,8,2
466,0781139085,4,100,2
467,0750699758,4,100,0
468,0787659675,1,35,2
469,0728489561,3,2,2
470,0796091426,2,42,0
471,0745583765,3,57,2
472,0719622373,1,89,2
473,0784744016,1,71,1
474,0798555449,1,89,2
475,0764716256,0,26,0
476,0711921907,5,1,1
477,0733257219,4,7,0
478,0752267737,3,95,2
479,0715583036,2,4,0
480,0713673750,3,17,1
481,0785912626,0,3,2
482,0764716256,1,91,1
483,0768377381,4,81,1
484,0797652025,1,98,2
485,0708650504,2,29,0
486,0705846619,1,24,2
487,0767621802,1,71,1
488,0701424178,0,65,0
489,0747439475,0,39,1
490,0781139085,5,29,1
491,0764047871,5,82,0
492,0746873375,0,42,2
493,0715583036,4,57,0
494,0739977364,3,77,2
495,0766156997,4,84,0
496,0720210614,5,66,1
497,0767767495,4,61,0
498,0768843469,5,92,1
499,0715583036,1,6,1
500,0720303609,5,80,1
501,0755257648,0,44,2
502,0726624066,3,6,2
503,0789606289,4,62,0
504,0794269838,2,98,0
505,0733137117,4,47,2
506,0730824646,5,35,0
507,0778116473,1,75,2
508,0758009877,2,78,0
509,0797371015,1,10,2
510,0703042359,1,5,0
511,0711240126,2,33,1
512,0700395973,3,95,0
513,0740009035,1,42,1
514,0706865200,2,33,2
515,0741200116,1,23,0
516,0761343819,3,68,0
517,0767585895,1,69,2
518,0735760710,0,29,1
519,0725467413,0,48,0
520,0724714580,1,66,2
521,0740300007,5,55,1
522,0759721483,4,69,0
523,0785912626,3,85,0
524,0704947297,5,75,0
525,0704947297,3,101,1
526,0742267171,2,22,2
527,0794518665,5,12,2
528,0798752237,5,30,1
529,0713701269,0,52,1
530,0725682818,2,90,1
531,0755899042,1,39,1
532,0785912626,3,36,2
533,0713701269,4,46,0
534,0785912626,0,59,1
535,0711240126,2,30,1
536,0707924036,1,40,0
537,0719622373,0,47,1
538,0758704363,2,85,2
539,0721004913,0,84,2
540,0721737405,3,5,0
541,0706922555,3,93,0
542,0711240126,1,58,1
543,0760099993,5,44,0
544,0721004913,2,94,2
545,0764158857,4,57,1
546,0709095969,3,94,1
547,0774744726,1,11,1
548,0756806211,5,36,1
549,0717208597,2,39,0
550,0776830255,5,35,0
551,0750950073,5,43,0
552,0721482444,0,73,0
553,0798555449,5,76,1
554,0715878831,2,65,2
555,0729760609,5,51,1
556,0767762390,5,97,0
557,0756836265,1,29,2
558,0775372663,1,77,0
559,0738092374,3,2,1
560,0759721483,2,65,0
561,0745583765,0,58,2
562,0711667601,5,14,0
563,0758536872,4,84,2
564,0770346489,1,75,2
565,0744383218,3,65,2
566,0722097370,0,92,1
567,0743489684,2,96,1
568,0789825973,2,58,0
569,0743408960,3,33,2
570,0779922063,5,86,1
571,0795689125,0,34,0
572,0750950073,0,9,2
573,0796628144,0,68,0
574,0723856633,1,36,0
575,0711240126,1,71,2
576,0711921907,0,81,1
577,0752525941,0,2,2
578,0768961688,4,49,2
579,0740009035,5,28,0
580,0748313467,0,98,2
581,0702430386,1,28,0
582,0750628038,0,59,2
583,0728462791,3,9,2
584,0781627314,5,40,1
585,0756142994,0,70,1
586,0729372378,4,88,1
587,0720210614,0,39,1
588,0790510411,2,81,2
589,0727623310,0,85,0
590,0764448722,3,71,2
591,0736697172,2,81,0
592,0786671158,5,1,1
593,0755888806,3,30,2
594,0749474269,0,14,0
595,0755899042,3,80,0
596,0706922555,0,100,2
597,0765670505,2,100,2
598,0780394941,0,71,1
599,0719295080,0,63,0
600,0715958885,3,25,2
601,0754456132,5,29,1
602,0758656573,1,16,2
603,0721687776,1,67,2
604,0722097370,5,79,0
605,0721482444,3,30,2
606,0765381201,4,13,1
607,0778586683,5,90,1
608,0775207797,2,85,1
609,0765802012,4,72,2
610,0752045524,4,73,0
611,0755667886,3,81,1
612,0782338059,4,36,2
613,0703177542,5,39,0
614,0716611022,1,36,0
615,0782338059,4,61,0
616,0779669625,3,90,0
617,0723572983,4,96,0
618,0798752237,4,81,2
619,0758656573,4,78,0
620,0740307574,0,72,1
621,0721004913,5,55,2
622,0758296852,2,21,1
623,0783225507,5,37,0
624,0741555871,1,93,0
625,0773660062,0,2,2
626,0736805223,2,80,1
627,0728462791,1,84,2
628,0760467437,0,54,2
629,0742763088,3,2,1
630,0708650504,0,4,1
631,0717208597,0,42,2
632,0797635998,5,11,1
633,0746868941,2,96,1
634,0701653428,3,64,1
635,0765670505,3,72,0
636,0764268776,2,101,1
637,0742195688,3,10,0
638,0704947297,1,58,1
639,0741580660,5,80,1
640,0710800667,0,51,0
641,0721536512,0,84,2
642,0797635998,5,29,2
643,0720623642,3,75,1
644,0708406908,1,94,1
645,0750699758,3,58,2
646,0736905070,2,65,0
647,0715958885,3,25,2
648,0734788247,2,93,0
649,0794180185,5,32,2
650,0773660062,4,86,2
651,0736697172,1,86,2
652,0752045524,1,56,2
653,0725467413,1,1,2
654,0767505759,2,24,1
655,0776830255,0,38,2
656,0722021334,5,2,2
657,0735760710,1,39,1
658,0741662017,4,97,0
659,0760099993,3,14,1
660,0719366988,4,54,0
661,0717208597,1,28,1
662,0797652025,0,62,0
663,0721230688,1,11,1
664,0798009569,4,54,1
665,0760310262,2,83,0
666,0715677130,0,83,1
667,0709586747,4,74,0
668,0724447866,0,39,2
669,0709429895,2,82,2
670,0735952407,2,65,0
671,0789606289,0,28,2
672,0736905070,3,59,0
673,0746759010,1,69,0
674,0761821228,5,15,1
675,0721737405,1,7,1
676,0743294393,3,56,0
677,0742098570,4,72,1
678,0740300007,5,21,2
679,0713578209,5,88,0
680,0795775882,4,54,1
681,0796628144,1,18,1
682,0793772738,0,8,2
683,0753716804,4,57,0
684,0749604385,1,44,0
685,0772758755,0,64,1
686,0737965478,0,47,1
687,0746868941,3,95,2
688,0794180185,4,82,0
689,0718799558,5,31,0
690,0769191988,3,66,0
691,0740014476,4,44,2
692,0753234159,3,26,2
693,0743746646,1,63,2
694,0706623643,3,34,2
695,0725682818,1,73,1
696,0706922555,0,45,2
697,0758704363,5,8,1
698,0711240126,5,45,1
699,0762179827,1,49,0
700,0746868941,1,101,2
701,0728776665,0,28,1
702,0711667601,0,8,1
703,0770511705,3,46,2
704,0797635998,4,60,2
705,0718458338,0,42,1
706,0711921907,5,47,0
707,0710043926,1,56,0
708,0793242907,3,50,2
709,0724506162,4,80,2
710,0798074592,1,50,1
711,0791887345,2,7,2
712,0737824051,2,36,0
713,0773343773,3,94,1
714,0709586747,4,53,1
715,0781627314,1,75,1
716,0785383068,0,86,0
717,0723856633,3,90,2
718,0733392973,2,49,2
719,0777417032,1,6,0
720,0743294393,5,67,2
721,0778586683,0,77,1
722,0756836265,5,93,2
723,0719974062,2,42,1
724,0761103074,3,36,1
725,0759762662,3,93,2
726,0785912626,1,81,2
727,0730376477,4,43,2
728,0760467437,4,35,0
729,0710464108,4,87,2
730,0767585895,4,91,0
731,0760467437,4,70,2
732,0791305233,0,29,2
733,0724865766,2,4,2
734,0749604385,0,41,0
735,0736697172,2,62,1
736,0772044349,0,63,2
737,0726299862,5,53,2
738,0749805747,3,74,0
739,0721004913,0,65,2
740,0726475818,4,85,2
741,0791305233,5,21,0
742,0746759010,4,37,2
743,0710011693,1,15,0
744,0702452028,5,25,1
745,0710895099,4,17,1
746,0784438032,1,58,2
747,0768961688,4,25,0
748,0741580660,3,98,0
749,0798686132,1,28,1
750,0722856182,4,81,1
751,0783225507,3,28,2
752,0774122670,5,56,2
753,0710001916,3,60,0
754,0781972350,0,17,0
755,0715958885,1,101,1
756,0753877739,1,26,1
757,0734159620,4,54,0
758,0721737405,3,64,1
759,0722420621,3,3,0
760,0733634534,1,19,0
761,0729084365,5,37,0
762,0746868941,1,62,0
763,0704540003,3,5,0
764,0707022246,1,95,1
765,0702174848,1,78,2
766,0723856633,5,15,0
767,0721262635,1,48,2
768,0702452028,1,75,2
769,0786649512,2,23,2
770,0706633256,1,73,0
771,0776722771,3,85,0
772,0763302896,5,73,2
773,0716430662,5,15,0
774,0767762390,0,84,1
775,0718093812,1,42,1
776,0740014476,3,35,2
777,0787395206,0,41,0
778,0734339754,2,42,2
779,0703042359,5,63,2
780,0768754999,1,67,0
781,0735760710,5,3,0
782,0724506162,2,56,2
783,0797900556,1,97,1
784,0797877778,0,63,2
785,0785912626,3,56,1
786,0712036988,4,67,0
787,0725682818,2,80,0
788,0752525941,3,63,2
789,0765103714,3,65,0
790,0728472757,4,94,0
791,0742098570,5,25,1
792,0729372378,1,42,1
793,0782040724,5,90,0
794,0723572983,0,101,2
795,0775423563,5,75,0
796,0730824646,2,101,2
797,0745270711,5,15,0
798,0762161178,3,54,2
799,0781683293,1,79,2
800,0715878831,2,95,0
801,0710051300,4,26,0
802,0788454591,5,42,0
803,0728706591,2,27,0
804,0786097725,4,29,0
805,0715583036,4,9,1
806,0791887345,3,50,2
807,0702445884,5,98,2
808,0711071261,2,87,1
809,0750950073,5,85,1
810,0794725226,0,23,0
811,0729372378,1,12,2
812,0764420927,2,42,1
813,0768754999,5,89,2
814,0772235562,3,93,2
815,0706922555,1,84,1
816,0701653428,5,82,2
817,0701040707,5,68,0
818,0795775882,5,31,1
819,0721687776,2,78,1
820,0785719617,2,51,0
821,0782040724,3,83,2
822,0726722128,2,32,1
823,0760310262,4,73,1
824,0758704363,4,68,1
825,0728629927,3,78,2
826,0739563640,0,83,0
827,0782040724,2,30,1
828,0711667601,4,35,1
829,0735445005,4,62,1
830,0787882736,5,90,0
831,0752267737,0,76,2
832,0749805747,1,85,1
833,0770931118,5,47,1
834,0753953307,2,47,2
835,0744085702,1,97,1
836,0737679411,4,85,2
837,0772235562,1,100,1
838,0757751343,2,94,2
839,0725339157,4,18,1
840,0772367098,1,14,0
841,0725592082,3,35,0
842,0711921907,1,24,1
843,0760197689,1,40,1
844,0748043710,4,48,2
845,0761336484,5,23,2
846,0718271791,5,80,2
847,0701424178,0,59,0
848,0789994334,4,16,2
849,0747917817,4,79,2
850,0769837144,3,47,0
851,0739471426,0,28,0
852,0737917210,2,35,2
853,0703042359,0,39,0
854,0762179827,0,41,2
855,0740300007,1,63,1
856,0768437024,5,63,0
857,0763013326,2,95,0
858,0712036988,3,10,2
859,0741555871,3,16,0
860,0778181833,1,77,2
861,0711071261,3,23,1
862,0780394941,3,41,1
863,0776830255,2,79,0
864,0745161069,0,27,0
865,0764047871,1,20,1
866,0764158857,1,31,0
867,0716304780,1,38,1
868,0726470262,4,12,1
869,0718458338,5,12,2
870,0756806211,3,64,0
871,0774303745,0,1,0
872,0785719617,5,16,0
873,0720081665,3,14,1
874,0738092374,0,89,2
875,0777407602,1,1,2
876,0732288024,2,38,0
877,0716418899,4,44,0
878,0775372663,4,9,2
879,0766698207,2,47,2
880,0718507597,5,36,2
881,0731364744,2,70,0
882,0757311002,4,29,2
883,0774744726,2,11,0
884,0772542208,2,56,1
885,0706052570,0,94,0
886,0749604385,2,85,0
887,0797900556,4,60,1
888,0774303745,1,92,0
889,0789017723,2,85,0
890,0710051300,0,98,0
891,0721657348,1,97,2
892,0734788247,3,22,1
893,0773285078,1,92,1
894,0741499195,5,49,1
895,0735760710,0,71,2
896,0789092805,1,96,2
897,0724712022,5,40,2
898,0787440674,4,75,0
899,0715958885,4,25,1
900,0786097725,0,67,1
901,0721230688,5,9,2
902,0766814457,4,51,2
903,0712036988,1,52,2
904,0705922512,2,16,2
905,0771489005,3,76,1
906,0752267737,1,83,2
907,0722649783,2,11,0
908,0740307574,3,26,2
909,0758551146,3,38,1
910,0767762390,4,61,0
911,0731364744,3,51,1
912,0745201869,5,71,2
913,0706359515,1,78,0
914,0748912993,4,54,2
915,0755667886,5,85,1
916,0767767495,1,18,0
917,0719974062,3,16,1
918,0716418899,5,64,2
919,0742827711,4,40,2
920,0758551146,2,34,0
921,0761800114,0,52,1
922,0751247209,4,44,1
923,0719974062,4,100,0
924,0760197689,1,77,0
925,0714754632,1,38,0
926,0794311427,0,90,1
927,0753771336,1,10,0
928,0750628038,1,6,0
929,0721482444,2,94,0
930,0759762662,2,80,2
931,0756345964,1,58,2
932,0732288024,4,29,2
933,0781972350,5,20,0
934,0749474269,5,95,1
935,0756345964,5,50,2
936,0778686385,1,69,1
937,0713673750,1,74,0
938,0715050294,2,9,1
939,0767370065,3,9,1
940,0703120105,1,12,0
941,0794182629,0,70,2
942,0758009877,5,17,2
943,0734788247,4,82,2
944,0797865404,0,11,0
945,0786586854,1,4,0
946,0720210614,4,71,0
947,0762161178,5,9,0
948,0721976268,3,101,1
949,0704947297,0,23,0
950,0775932644,0,78,1
951,0737824051,5,3,2
952,0777642395,5,64,2
953,0770931118,1,97,2
954,0751744712,1,23,1
955,0750950073,1,6,0
956,0736905070,5,80,1
957,0721885078,4,22,0
958,0718379750,4,25,1
959,0708650504,4,49,1
960,0762154398,2,60,1
961,0719535963,4,28,1
962,0717396217,1,74,1
963,0746759010,2,13,1
964,0704073506,5,18,2
965,0775932644,0,33,0
966,0736697172,3,17,1
967,0706759043,4,17,2
968,0741200116,2,33,1
969,0704059414,3,52,2
970,0707900999,4,30,0
971,0753953307,2,77,0
972,0787547487,0,52,2
973,0737156183,4,89,1
974,0755884004,3,99,2
975,0708842694,3,20,1
976,0706922555,4,31,0
977,0761188120,1,75,1
978,0787547487,5,85,1
979,0768891382,1,82,2
980,0721536512,4,57,0
981,0768843469,0,7,0
982,0742195688,0,53,0
983,0785719617,3,8,1
984,0702834349,1,85,2
985,0715583036,4,95,0
986,0700505723,1,80,2
987,0728489561,1,12,0
988,0761964618,1,50,2
989,0728489561,5,50,0
990,0747862823,5,24,1
991,0768437024,2,47,1
992,0769837144,2,47,2
993,0787760830,4,64,0
994,0774652266,5,70,2
995,0703177542,4,49,2
996,0770644915,3,2,1
997,0718271791,4,14,1
998,0763562617,1,75,1
999,0749095610,5,40,1
1000,0759762662,3,46,2
1001,0770110488,4,23,0
